"","AFG","ALB","ANT","ARB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COK","COL","COM","CPV","CRI","CUB","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ERI","ESP","EST","ETH","FIN","FJI","FRA","FRO","GAB","GBR","GEO","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GRL","GTM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KNA","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRK","PRT","PRY","PSE","PYF","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TUV","TWN","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VNM","VUT","YEM","ZAF","ZMB","ZWE"
"Brunei Darussalam",0,0,0,0,0,0,152160000,0,0,0,263756666.666667,0,0,167440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300000,0,0,269210000,0,0,0,0,0,0,0,0,0,0,0,2460000,578100000,0,0,0,0,0,0,42861106666.6667,0,0,9840000,0,0,0,0,0,0,0,4358070000,0,2437586666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89786666.6666667,0,0,0,0,996836666.666667,0,60760000,0,0,0,17220000,0,0,0,0,0,0,0,0,439373333.333333,0,4166413333.33333,0,0,66450000,0,0,0,0,0,0,0,0,284130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64740000,0,0,0,19663333.3333333,0,0,0,0,0,0,0,267618343333.333,0,0,0,0,2426666.66666667,0,0,0,0,261986666.666667,0,0,0,8610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6331630000,0,507740000,0,0,4422600000,0,0,0,27906666.6666667,0,0
"Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213333.33333333,0,0,0,0,0,0,0
"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169220000,0
"Burundi",0,0,0,0,2460000,0,0,0,51380000,0,0,0,3690000,0,0,0,0,1230000,0,0,0,0,0,0,692090000,0,0,0,0,0,3474556666.66667,0,20910000,1230000,0,0,0,0,0,0,0,0,4920000,0,0,0,43050000,0,0,0,0,0,0,0,0,363416666.666667,0,0,0,0,56273333.3333333,0,0,42890000,0,0,0,0,0,0,0,0,0,0,0,3670000,7340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99616666.6666667,0,0,0,0,0,0,0,0,0,0,2446666.66666667,0,0,0,0,0,18416666.6666667,0,0,1230000,0,0,0,8676420000,0,0,0,0,0,1325940000,0,0,1223333.33333333,0,0,0,0,0,0,1223333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446666.66666667,0,0,0,0,1223333.33333333,0,0,0,0,0,0,0,2404220000,2122833333.33333,0,0,107653333.333333,0,0,0,0,0,0
"Cameroon",0,0,0,34930000,330423333.333333,2148410000,0,0,335850000,2890000,0,0,7363333.33333333,13530000,23370000,206593473333.333,17220000,38960000,0,0,0,66353333.3333333,0,3960676666.66667,0,35670000,0,0,19640000,0,889036666.666667,11030000,2804676666.66667,111490000,85686666.6666667,55350000,108240000,18450000,0,146967806666.667,0,1009643333.33333,292430000,3863506666.66667,0,0,31896666.6666667,0,0,0,0,34335740000,102925163333.333,1230000,0,18416666.6666667,0,0,0,153750000,322943333.333333,0,242310000,121380000,0,325543333.333333,17220000,238763333.333333,0,0,0,0,0,8300000,2460000,78593333.3333333,161830000,0,0,54120000,133284926666.667,0,7263333.33333333,0,0,0,13530000,14676666.6666667,6150000,2490000,956236666.666667,0,124230000,0,2378080000,0,0,407471513333.333,115853333.333333,0,104150000,0,669550000,0,0,0,0,0,0,0,59984396666.6667,0,66420000,0,59413333.3333333,0,0,0,0,0,17220000,0,30482910000,129980000,0,4920000,0,0,0,29520000,75920000,48843333.3333333,0,0,95540000,28290000,0,272380000,2756930000,606771426666.667,100860000,0,0,1732693333.33333,29888620000,0,0,54160000,0,43050000,14760000,138364516666.667,0,6150000,31980000,0,237390000,49010000,0,0,0,413280000,236793333.333333,0,0,0,0,1230000,0,0,28290000,588454560000,0,0,0,0,299676666.666667,0,0,0,4012836666.66667,19680000,0,34253333.3333333,26102800000,28335830000,0,0,43375263333.3333,0,0,161130000,272976666.666667,1230000,0
"Canada",0,0,0,0,6640000,0,0,335790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279176666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128410000,0,0,0,0,0,0,0,0,0,0,0,30810000,0,9840000,134070000,0,0,0,0,0,0,0,307250000,0,0,7751353333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,1981530000,0,0,0,0,0,0,0,107483333.333333,0,0,0,0,0,0,7617700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366540000,0,0,0,0,0,0,0,0,0,0,0,0,0,1262860000,0,0,0,0,0,0,0,0,2135280000,0,330493333.333333,0,0,0,0,0,0,0
"Cape Verde",0,0,0,0,11070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36796666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141063333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215410000,0,940743333.333333
"Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chile",11070000,0,0,0,1157050223333.33,8610000,49746666.6666667,64793333.3333333,7656850000,0,0,12360343333.3333,685362440000,0,45245960000,3946997786666.67,0,228303333.333333,7756520000,0,0,9840000,1130043333.33333,1224783333.33333,380841816666.667,251706666.666667,51660000,0,0,0,0,208065550000,991665416666.667,2645990323333.33,74829990000,459303363333.333,30106760000,29872960000,0,3367751090000,1230000,33973333.3333333,397883243333.333,744174426666.667,1230000,1230000,197902993333.333,0,47603333.3333333,175596666.666667,0,3537740246666.67,1642071026666.67,53115056666.6667,0,214087873333.333,0,0,0,1230000,45932673333.3333,0,9801786666.66667,1161054126666.67,0,1456071213333.33,16702226666.6667,15840000,0,0,1525160000,34390000,0,8711163333.33333,65106573333.3333,6229610000,952850000,0,0,830000,5436991543333.33,24630000,94676666.6666667,75929333333.3333,0,746013333.333333,449653333.333333,3758271616666.67,588460000,30960190000,5519969263333.33,0,388733270000,0,9840000,0,17203333.3333333,646523040000,105219970000,0,123600480000,0,3690000,249933333.333333,1766759800000,0,0,0,0,0,2198069586666.67,0,0,49200000,3034621300000,0,14590233333.3333,0,0,44533333.3333333,124693333.333333,0,0,43050000,117831940000,670980400000,16358206666.6667,1230000,4663870000,2569679906666.67,173260000,136855366666.667,46500000,0,3675256666.66667,256362990000,7793333.33333333,78286666.6666667,4337541120000,541329356666.667,0,0,0,76779920000,0,0,40590000,36438710000,398690000,11070000,24998786666.6667,216838780000,0,68915333333.3333,38126556666.6667,0,0,24724593333.3333,0,21840000,0,0,0,0,0,255723333.333333,0,32863333.3333333,0,0,1.08958e+11,450718820000,0,0,0,0,1215023333.33333,736599146666.667,560216090000,0,77668856666.6667,286843283333.333,72179943333.3333,3690000,0,10624144686666.7,0,227813333.333333,2092089610000,0,0,26693333.3333333,329949240000,0,49066826666.6667
"China (mainland)",0,0,0,0,943873333.333333,0,2460000,0,2.46e+08,30095146666.6667,11070000,1117023333.33333,485310000,126746666.666667,0,0,0,127520000,0,2460000,106403333.333333,0,3690000,0,21132353333.3333,6150000,82410000,0,1171226666.66667,28290000,791890000,0,15990000,613363333.333333,3690000,2530823333.33333,0,0,0,6150000,0,1230000,31980000,0,12300000,468513333.333333,19969710000,0,0,66300000,0,2.9225e+10,0,29520000,0,129860000,87330000,19680000,293876666.666667,0,23439466666.6667,0,0,896603333.333333,0,54553333333.3333,12300000,0,0,0,0,0,0,0,0,160413333.333333,0,1230000,0,154450000,616933333.333333,4900000,0,107630970000,0,51380000,2791744473333.33,1330030000,0,3690000,547470000,2460000,1230000,0,67650000,25690000,0,93480000,248460000,0,71333333.3333333,0,0,0,4920000,0,3340000,165050000,1113333.33333333,19680000,15990000,2443333.33333333,4920000,3690000,7380000,9840000,2446666.66666667,2460000,0,0,0,0,15621106666.6667,24600000,81868966666.6667,2253830000,0,7380000,0,3640000,0,256606666.666667,857976666.666667,0,11070000,0,0,6150000,0,8613170000,0,34440000,0,33043333.3333333,20910000,0,2460000,150120000,0,295200000,0,1070093333.33333,0,2460000,207056666.666667,0,0,0,0,35253333.3333333,0,0,0,38503333.3333333,3690000,877390000,0,2460000,0,0,3690000,160693333.333333,0,0,0,0,0,1230000,524043333.333333,0,77490000,2.1042e+10,13456666.6666667,62123333.3333333,0,4688640000,0,0,0,0,0,0,3690000,0,1791390000
"Colombia",0,0,0,0,6150000,665140000,0,0,1230000,16676666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2677430000,112593333.333333,0,0,0,0,0,220146666.666667,0,0,1230000,0,0,0,0,0,262320000,0,0,395066666.666667,569470000,0,0,2343333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597196666.66667,0,1230000,677740000,0,0,0,0,0,0,0,0,0,0,25693333.3333333,19573333.3333333,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417486666.666667,12020000,0,0,0,0,0,198786666.666667,1055523333.33333,0,0,1113333.33333333,0,0,4612573333.33333,0,552270000,0,0,0,0,0,0,0,0,0,0,238086666.666667,0,0,0,0,0,0,0,9666666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15976666.6666667,0,0,0,772440000,5921260000,0,0,2324033333.33333,0,0,0,0,0,0
"Comoros",4920000,2446666.66666667,0,98316666.6666667,4554973333.33333,347520000,24910000,1230000,101192156666.667,1150770000,0,36863333.3333333,3688136666.66667,2943780000,5219326666.66667,219596666.666667,24546666.6666667,221656666.666667,79826666.6666667,3670000,38020000,0,0,221113333.333333,3890276666.66667,47730000,439393333.333333,0,18363333.3333333,43050000,54461453333.3333,4552170000,2869273333.33333,0,1297620000,143580000,141423333.333333,253360000,0,554443333.333333,51660000,61436666.6666667,944813333.333333,559650000,248903333.333333,296733333.333333,13795656666.6667,4900000,22133333.3333333,1707483333.33333,0,243063333.333333,46733333.3333333,242516666.666667,0,11342376666.6667,4150000,11297596666.6667,1248696666.66667,259813333.333333,9350100000,0,4920000,41983376666.6667,14843333.3333333,19348513333.3333,3336476666.66667,1971873333.33333,0,0,444283333.333333,0,6130000,838453333.333333,168476666.666667,633402360000,481173333.333333,0,0,101790000,8102456666.66667,1531416666.66667,2078353333.33333,8549230000,0,157916666.666667,3306256666.66667,4714573333.33333,83320000,381116666.666667,173982356666.667,980683333.333333,61320000,98840000,7524556666.66667,61243333.3333333,1223333.33333333,313425103333.333,414113333.333333,0,1212826666.66667,0,71340000,0,23598990000,0,28160000,0,222843333.333333,41476583333.3333,4425313333.33333,10623333.3333333,628786666.666667,842886666.666667,6427536666.66667,6116666.66666667,997200000,247083333.333333,0,2446666.66666667,3974823333.33333,0,337013333.333333,2263353333.33333,81173333.3333333,45293653333.3333,45053333.3333333,155576666.666667,3726973333.33333,2318550000,521520000,46772633333.3333,1553280000,659560000,17845636666.6667,152146666.666667,618076666.666667,943350000,853050000,44297040000,9544800000,724036666.666667,0,3009656666.66667,222503333.333333,0,30726666.6666667,153616666.666667,338976666.666667,32863123333.3333,0,4172636666.66667,0,3588443333.33333,24624716666.6667,3714363333.33333,869586666.666667,30723333.3333333,0,62623333.3333333,0,1230000,52373333.3333333,458056666.666667,53833333.3333333,6119776666.66667,0,22083333.3333333,48933333.3333333,0,17339613333.3333,20446503333.3333,0,0,0,0,2.22e+08,0,3042556666.66667,0,40590000,217440000,582896666.666667,843520000,398520000,218627220000,0,0,99630000,0,67416666.6666667,829020000,5665790000,55173333.3333333,54670000
"Congo",0,0,0,0,0,0,0,0,0,0,0,0,14376666.6666667,3662296666.66667,176994150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223333.33333333,0,0,0,0,4920000,0,45110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6123333.33333333,0,67650000,0,0,15139893333.3333,1084920000,35670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48602413333.3333,0,0,0,0,0,17220000,0,0,0,0,0,6907400000,0,0,1213333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802806666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26723333.3333333,0,0,0,0,0,0,0,0,0
"Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,51660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838336666.66667,1230000,0,0,0,0,0,40040000,2157916666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66420000,0,1569093333.33333,0,0,0,0,0,0,0,0,0,0,0,0,18450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696623333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0
"Costa Rica",0,0,0,0,0,0,0,0,0,0,0,12300000,1213333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898896666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450000,0,0,0,0,0,0,0,0,0
"Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azerbaijan",0,0,0,1080953333.33333,1230000,0,0,83633333.3333333,503070000,0,0,0,0,56580000,60270000,0,0,0,0,0,0,0,0,794206666.666667,1483280000,160910000,0,0,0,0,400700000,2460000,1350800000,15990000,14760000,0,119310000,416970000,0,0,0,0,1924910000,4935936666.66667,0,0,1213333.33333333,0,148830000,0,0,0,21641886666.6667,0,0,1883710000,0,0,0,8610000,365310000,0,976620000,524840000,0,456330000,18450000,0,0,0,0,62730000,0,2340603333.33333,440340000,866320000,441570000,0,0,0,0,0,0,0,0,0,6150000,13530000,1473540000,0,11023333.3333333,0,0,0,1223333.33333333,0,139110000,9840000,2453333.33333333,0,0,0,0,277370000,0,0,0,0,0,0,0,0,0,0,84823333.3333333,0,0,0,0,0,0,0,0,4920000,0,0,0,0,25830000,1301340000,0,337850000,0,0,1230000,0,0,6125916666.66667,8521373333.33333,4920000,1230000,0,0,140220000,0,0,0,0,0,1230000,0,0,0,0,24600000,1230000,76260000,488310000,0,0,0,0,2245980000,0,0,18450000,0,0,0,0,167280000,0,0,0,0,0,1028280000,7380000,66060000,0,0,0,0,0,12233333.3333333,31518226666.6667,0,124230000,12467343333.3333,0,0,0,65190000,0,0
"Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denmark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68880000,0,0,0,0,0,0,0,0,0,0,0,54120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321030000,0,0,0,0,0,0,0,0,0
"Dominica",0,0,0,0,1230000,0,0,11070000,0,0,0,0,0,0,0,0,0,0,0,0,0,369753333.333333,0,95420000,0,1895110000,0,0,0,0,6150000,0,2854050000,0,0,0,0,0,0,1434596666.66667,0,0,0,302580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674030000,0,0,2446666.66666667,0,0,0,0,0,0,0,4920000,0,47833640000,721930000,0,16741213333.3333,0,0,0,0,0,0,0,0,0,0,1230000,2215853333.33333,0,1223333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,7410000,0,0,0,0,0,0,0,0,0,0,70110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121179850000,0,0,0,0,0,0,44602290000,7366666.66666667,227540000,0,0,0,0,0,0,0,830000,0,0,0,106430000,0,0,0,0,0,17878280000,0,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4132153333.33333,0,0,0,0,0,0,0,0,9683616666.66667,0,0,2193436666.66667,0,0,0,0,0,0
"Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26693333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",0,0,0,0,10285493333.3333,0,0,0,432490000,0,0,0,0,0,0,447720000,78790000,996686666.666667,0,0,0,0,0,0,0,0,0,0,0,0,1230000,8610000,0,0,0,4920000,0,0,0,0,0,0,0,0,0,209940000,22116666.6666667,0,0,3690000,0,0,0,1906146666.66667,0,15990000,0,0,0,0,93636666.6666667,0,0,882580000,0,0,0,77036666.6666667,0,0,19159953333.3333,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,67974490000,3670000,0,940333333.333333,2446666.66666667,0,0,0,0,0,0,0,662926666.666667,0,991293333.333333,0,0,0,0,0,0,0,20910000,0,0,0,0,8596666.66666667,0,0,0,170976666.666667,0,0,0,0,0,0,0,830000,0,0,0,0,0,24873333.3333333,71340000,0,0,274403333.333333,1213333.33333333,0,0,0,0,0,0,0,0,0,14760000,2204606666.66667,0,0,0,7035240000,0,0,0,0,0,0,0,603026666.666667,0,0,0,676433333.333333,0,14760000,0,0,0,0,0,0,0,0,0,0,0,0,8167686666.66667,0,9786666.66666667,0,0,2460000,0,170156666.666667,0,0,0,0,0,0,0,0,0
