"","AFG","ALB","ANT","ARB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COK","COL","COM","CPV","CRI","CUB","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ERI","ESP","EST","ETH","FIN","FJI","FRA","FRO","GAB","GBR","GEO","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GRL","GTM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KNA","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRK","PRT","PRY","PSE","PYF","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TUV","TWN","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VNM","VUT","YEM","ZAF","ZMB","ZWE"
"Gambia",0,0,0,0,0,0,0,0,0,0,0,0,13253333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,1493333.33333333,0,0,42373333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greece",0,2702298333.33333,0,0,19420000,0,0,0,2946666.66666667,1780000,64826666.6666667,0,44200000,0,0,0,17534778333.3333,0,0,0,0,0,0,0,11786666.6666667,0,0,0,0,0,503146666.666667,0,0,14811666.6666667,0,0,0,0,0,2946666.66666667,0,0,0,0,13953273333.3333,402873333.333333,373126666.666667,0,0,7693333.33333333,0,0,0,0,0,37973333.3333333,0,0,27866666.6666667,0,2514853333.33333,0,0,3363573333.33333,0,191533333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,52806666.6666667,0,0,0,28480000,229840000,0,3560000,9639695000,0,1210000,0,39160000,0,0,0,0,0,2946666.66666667,24920000,0,0,0,0,0,0,0,0,0,0,0,0,25513333.3333333,0,0,0,5334670000,0,5895360000,0,1210000,0,0,0,0,3630000,0,0,0,0,0,0,501960000,1186666.66666667,0,0,0,0,0,0,0,0,0,0,63486666.6666667,0,0,0,0,6597535000,51300000,0,186666.666666667,0,0,2946666.66666667,0,0,0,0,23946666.6666667,0,0,0,0,0,1210000,0,0,0,0,0,2946666.66666667,0,0,0,0,0,71200000,5933333.33333333,0,0,0,0,253946666.666667,0,500773333.333333,0,0,0,0,0,0,1186666.66666667,0,0
"Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3531030000,0,0,1186666.66666667,0,0,0,0,0,0,0,2966666.66666667,0,0,0,0,0,0,87491666.6666667,0,0,1621573333.33333,0,0,0,1210000,0,0,0,6050000,0,0,0,0,0,0,0,0,0,2966666.66666667,0,0,36026666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,1357988333.33333,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795380000,0,0,0,0,0,0,703566666.666667,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58615106666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4746666.66666667,0,0,0,0,0,0,0,0,371125000,0,0,0,0,0,0,0,0,0
"Guyana",0,0,0,0,0,0,0,4973333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480000,0,0,0,0,23146666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32726666.6666667,0,0,0,0,0,0,0,0,0
"Hong Kong SAR, China",0,0,0,0,0,0,0,0,189163333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35595000,0,0,3288336666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750000,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25201240000,0,0,0,0,0,0,0,0,0,0,2420000,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,4739786666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795970000,0,0,0,0,0,3630000,0,0,29466666.6666667,0,0,0,0,497310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493333.33333333,0,0,0,0,0,0,0,0,78650000,0,0,0,0,188060000,0,0,0,627746666.666667,0,0,4407326666.66667,0,0
"Honduras",0,0,0,0,0,11866666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637960000,0,0,212160000,0,0,0,1210000,0,0,0,354530000,0,0,0,0,123420000,0,0,0,0,0,0,0,636906666.666667,0,0,0,0,0,0,0,0,0,7970875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407426666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35291810000,0,0,0,0,0,0,122226666.666667,0,0,0,0,0,10890000,0,0,0,0,0,0,0,0,0,0,0,0,0,3592721666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4265691666.66667,0,0,0,0,0,0,0,0,0
"Croatia",0,9866540000,0,0,0,0,0,0,22990000,75343863333.3333,0,0,0,0,0,0,4454746666.66667,0,0,119063995000,85440000,0,0,0,0,0,0,0,0,0,64130000,32506666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,4606640000,3219426666.66667,7607351666.66667,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,2411306666.66667,0,0,0,0,0,0,0,0,0,30470633333.3333,0,0,0,0,0,0,0,0,5582696666.66667,0,0,0,0,0,0,0,1036499145000,0,0,0,0,0,0,0,0,0,1186666666.66667,0,0,0,0,3.738e+10,0,0,0,0,0,0,0,72980000,1186666.66666667,0,0,0,593926666.666667,0,36778360000,0,58346666.6666667,0,0,0,0,0,0,0,0,0,30853333.3333333,0,5890706666.66667,0,0,0,5830686666.66667,0,0,0,0,0,0,0,2551333333.33333,0,0,0,0,70830343333.3333,397533333.333333,0,0,0,0,0,0,0,0,0,606301666.666667,0,0,0,2624906666.66667,203441180000,0,0,0,0,0,0,0,0,0,0,0,0,22692033333.3333,8459746666.66667,0,0,0,0,422453333.333333,0,84095000,0,0,0,0,0,0,0,0,0
"Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8306666.66666667,0,1186666.66666667,0,0,0,0,0,0,0
"Hungary",0,412366666.666667,0,0,2810853333.33333,0,0,0,0,1820024228333.33,122226666.666667,0,40225473333.3333,508200000,25410000,0,28187123333.3333,0,0,12007413333.3333,4661820000,0,0,0,0,0,0,0,0,0,40346666.6666667,31353446666.6667,112733333.333333,0,0,2187063333.33333,0,14244725000,0,0,0,0,0,0,2172395000,87142343333.3333,1564065813333.33,0,0,527053333.333333,0,2202186666.66667,0,0,0,97000128333.3333,174301666.666667,0,0,0,86960875000,0,4364470000,926665000,78320000,0,0,0,0,0,88454093333.3333,0,0,0,0,0,0,135112520000,0,0,0,0,6228266666.66667,12067053333.3333,23733333.3333333,5933333.33333333,0,4012206736666.67,0,14240000,46280000,394566666.666667,0,18986666.6666667,0,0,0,503315173333.333,0,0,19228893333.3333,0,0,0,0,0,1175546666.66667,0,1768246666.66667,0,158420000,1529020000,0,0,0,622536666.666667,330330000,26925466666.6667,0,111546666.666667,3560000,0,0,0,0,4480176666.66667,0,0,0,0,0,958921885000,25293333.3333333,0,0,0,0,0,0,0,0,152673036666.667,0,50447573333.3333,0,0,0,0,1371838825000,53184026666.6667,0,5933333.33333333,0,127050000,4726666.66666667,0,0,0,0,6666998333.33333,0,0,0,304048931666.667,263944851666.667,319540000,0,0,0,0,0,527560000,0,0,0,0,0,12445760000,172613256666.667,0,28480000,0,0,40152065000,0,364900000,59333333.3333333,0,0,0,0,0,25513333.3333333,0,0
"Indonesia",0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,204106666.666667,0,0,0,0,0,0,0,0,1.424e+10,0,8306666.66666667,0,0,0,5893333.33333333,0,0,0,271093333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200373333.333333,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,627753333.333333,0,0,0,0,0,0,0,0,4800210000,0,0,0,0,0,0,5770450000,0,0,0,0,0,0,65266666.6666667,0,0,0,0,0,0,0,0,0,0,0,67760000,0,0,0,0,0,0,0,0,741283333.333333,0,0,0,0,0,0,186666.666666667,0,1210000,0,97900000,0,0,258321370000,1210000,0,0,118666666.666667,0,0,0,3630000,0,0,0,12100000,0,0,1601258333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337013333.333333,0,0,126533333.333333,0,0,0,20464023333.3333,0,29120000,165013333.333333,0,0,0,2373333.33333333,0,0,0,1061836666.66667,32040000,0,0,0,0
"India",0,0,0,0,54368473333.3333,0,0,0,812038333.333333,0,0,0,8750000,0,27241666.6666667,276252700000,0,5521121666.66667,0,0,0,8470000,0,0,0,0,5203495000,1112790000,1186666.66666667,0,16807686666.6667,140985000,3630000,314466666.666667,263026666.666667,11285000,10890000,42971666.6666667,0,0,109173333.333333,0,0,0,1815000,0,71601666.6666667,1537920000,0,14733333.3333333,139683333.333333,0,0,26157470000,118666666.666667,1215000,0,318026666.666667,2946666.66666667,366288333.333333,332280000,0,0,2935401666.66667,0,29056666.6666667,54450000,26015000,0,0,0,0,0,0,2420000,6855055000,0,0,0,0,126259845000,0,13763333.3333333,39405000,544500000,0,1576850000,553983333.333333,0,15851455000,19158120000,0,8155315000,0,50726201666.6667,0,0,24629775000,3228356666.66667,0,2141468333.33333,1170070000,0,0,134450551666.667,0,0,0,0,0,187550000,0,151645000,93525000,12100000,0,80836666.6666667,0,7677613333.33333,0,0,15496666.6666667,0,272888333.333333,1243333.33333333,132746363333.333,2607106666.66667,0,0,1454250000,0,1314308333.33333,2655068333.33333,1265486903333.33,748896666.666667,36718673333.3333,5458096666.66667,0,0,87383795000,0,3630000,58080000,507546666.666667,0,0,0,13241070000,4293333.33333333,0,0,37263180000,283650000,3333716666.66667,33932055000,0,52030000,0,4828593333.33333,0,0,0,0,0,0,21768333.3333333,0,4962225000,0,0,9516666.66666667,8725843333.33333,0,0,0,0,1210000,61706666.6666667,128260000,0,30547851666.6667,893878333.333333,567638333.333333,1186666.66666667,0,12567500000,0,0,0,86126800000,0,66915196666.6667,2147558333.33333,2420000,0
"Ireland",0,0,0,0,3630000,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183380000,0,0,0,0,0,0,0,0,0,0,0,373333.333333333,0,0,2396666.66666667,0,0,0,0,0,0,0,0,0,0,113503333.333333,0,0,250290636666.667,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,6.853e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4293333.33333333,0,55340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,0,0,0
"Iran (Islamic Republic of)",28395070000,0,0,0,92440000,0,3560000,0,0,0,7120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146656666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,4133333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815000,0,0,0,5893333333.33333,0,0,0,0,0,0,0,0,0,0,0,29666666.6666667,7840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,181500000,0,0,0,0,0,0,0,0,0,0,0,0,16940000,0,0,0,0,0,0,0,0
"Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81023333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Israel",0,0,0,0,0,0,0,0,0,0,0,0,5363333.33333333,0,0,0,2986666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1243333.33333333,5933333.33333333,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,2426666.66666667,0,22748333.3333333,0,0,0,0,0,0,0,0,17680000,0,13310000,0,72600000,2946666.66666667,0,0,21093333.3333333,6655000,0,0,0,0,0,186666.666666667,0,0,0,0,20173333.3333333,0,0,0,0,0,0,0,0,0,0,0,16613333.3333333,0,58815946666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20626666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43516666.6666667,0,0,0,0,0,0,34413333.3333333,0,0,0,0,0,0,0,0,0
"Italy",0,7839908333.33333,0,0,219451666.666667,6585000,816358333.333333,2946666.66666667,3583415000,55618206666.6667,661346666.666667,5040223333.33333,32896213333.3333,61706666.6666667,151016666.666667,104656666.666667,849960000,55460000,0,1964033333.33333,106023333.333333,0,0,2946666.66666667,340273333.333333,8840000,0,0,0,358765000,3308878333.33333,22528598333.3333,34880000,314483333.333333,732655000,1612365000,98380000,25503333.3333333,2946666.66666667,105270000,0,0,1948683333.33333,0,1370640000,1161268333.33333,33886105000,0,0,49549345000,0,262570000,1210000,7390656666.66667,394853333.333333,46925053333.3333,35021666.6666667,89161666.6666667,438008333.333333,0,55519646666.6667,0,0,19903693333.3333,546343333.333333,81033333.3333333,144595000,413820000,0,0,95631406666.6667,0,0,5445000,0,146558333.333333,0,3661953333.33333,0,7876293333.33333,8840000,753148333.333333,726720000,693396666.666667,42720000,5893333.33333333,36286535000,0,282880000,1263845000,125291666.666667,78773333.3333333,3025000,37973333.3333333,2420000,0,0,784556666.666667,3329578333.33333,0,11309915000,0,38712423333.3333,0,470456666.666667,0,304265000,145548333.333333,176636666.666667,2946666.66666667,12742586666.6667,41325000,1210000,31533333.3333333,54985000,137218333.333333,1171885000,1655123333.33333,0,48221666.6666667,0,0,1167650000,0,4951320000,1237178333.33333,0,7708333.33333333,0,282880000,2420000,10602856666.6667,458808333.333333,0,149435000,51951080000,135280000,15573333.3333333,86628333.3333333,581781666.666667,0,962573333.333333,0,1078978333.33333,0,0,1210000,3025000,5520911666.66667,230805000,0,337121666.666667,208333333.333333,392476666.666667,39325000,0,0,1210000,89540000,1981855000,0,0,0,264015000,2727918333.33333,5591586666.66667,0,10470000,12456440000,0,0,75525000,0,5893333.33333333,0,0,0,9393433333.33333,8208431666.66667,0,1707951666.66667,687080000,0,56193333.3333333,17533333.3333333,19957371666.6667,96413333.3333333,0,67760000,31460000,0,399300000,725395000,0,0
"Jamaica",0,0,0,773190000,0,0,0,103455000,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,228951666.666667,0,0,0,0,42955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,9680000,0,0,0,0,0,0,0,0,0,0,0,0,0,10215000,0,0,0,0,0,0,0,1210000,0,0,6050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98010000,0,11495000,0,0,0,0,0,0,0
"Jordan",0,0,0,0,4666666.66666667,47573466666.6667,0,0,0,0,0,0,0,0,0,0,0,12540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24200000,0,32869480000,0,0,0,0,0,0,0,0,0,657710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501480000,0,0,1599213333.33333,0,2369773333.33333,0,0,0,0,0,0,0,0,0,0,0,25263333.3333333,0,51046666.6666667,0,10210200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026666.66666667,2420000,0,0,2220000,0,0,0,0,0,0,0,0,0,0,0,3366666.66666667,0,0,0,1021600000,426600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33226666.6666667,0,0,0,0,0,0,2954453333.33333,0,0,0,0,0,0,0,0,0
"Japan",0,0,0,0,14240000,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,4746666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,2560000,0,0,0,0,0,0,0,0,0,0,0,20406666.6666667,0,0,0,0,1210000,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10752386666.6667,0,0,0,0,0,0,0,0,0,0,0,26620000,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,14634138333.3333,0,0,0,0,0,1186666.66666667,0,0,0,0,14520000,0,0,4746666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153308333.333333,0,0,0,0,0,0,0,0,2776666.66666667,0,0,0,0,1210000,0,0,0,62920000,0,0,0,0,0
"Kazakhstan",332266666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11026506666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5682543333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4823666666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007840000,308533333.333333,0,0,0,0,0,0,0,0,0,1243333.33333333,0,0,95239493333.3333,0,0,0,0,0,0,0,0
"Kenya",0,0,0,0,44676666.6666667,0,0,0,0,0,0,398721666.666667,2120000,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,5320000,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,0,0,0,0,0,0,4840000,3526666.66666667,0,0,1971140000,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933333.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17800000,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,40506666.6666667,0,0,11786666.6666667,0,0,0,0,0,0,175780000,1966666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,2844540000,0,0,0,0,0,0,0,14520000,0,139416666.666667,0,0,0,0,0,0,60500000,0,0,0,0,0,0,0,0,0,0,0,0,0,12554501666.6667,5369015000,0,0,21780000,0,0,0,0,0,0,2373333.33333333,0,0
