"","AFG","ALB","ANT","ARB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COK","COL","COM","CPV","CRI","CUB","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ERI","ESP","EST","ETH","FIN","FJI","FRA","FRO","GAB","GBR","GEO","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GRL","GTM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KNA","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRK","PRT","PRY","PSE","PYF","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TUV","TWN","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VNM","VUT","YEM","ZAF","ZMB","ZWE"
"Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215106666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55986666.6666667,0,0,0,0,595226666.666667,0,0,0,0,0,0,0,0,0,0,0,0,162653693333.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23573333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84e+08,0,8840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turkey",15345500000,215266666.666667,0,0,3302263333.33333,0,0,0,335410000,68776666.6666667,8494233333.33333,0,5670946666.66667,216590000,29566666.6666667,31456666.6666667,167450000,524333333.333333,0,0,0,0,0,0,0,324133333.333333,0,0,0,0,0,33916666.6666667,0,1.768e+09,1756920000,26620000,381520000,727480000,0,0,0,0,0,0,238766666.666667,0,10209250000,79860000,0,86170000,0,7298083333.33333,0,66267883333.3333,0,2346040000,0,241543333.333333,0,8840000,7501780000,0,183920000,158590000,6304020000,1218470000,95590000,5893333.33333333,0,26560000,7.12e+08,0,0,0,0,97240000,0,151893333.333333,319440000,2158546666.66667,170880000,256320000,1186666.66666667,78745570000,579309810000,0,43936636666.6667,6974040000,0,15096923333.3333,123413333.333333,836516666.666667,32413333.3333333,304996666.666667,0,0,0,0,3711820000,0,15425460000,88700000,150099120000,0,695413333.333333,0,0,0,0,0,3204633333.33333,3560000,145200000,263463333.333333,0,26106666.6666667,1069640000,20133333.3333333,362440000,0,0,50820000,0,0,0,1705213333.33333,0,0,0,17138440000,0,8525636666.66667,3741093333.33333,282880000,49520000,694333333.333333,2930220000,103133333.333333,0,32413333.3333333,0,2373333.33333333,0,0,0,2301600000,0,9073503333.33333,577906666.666667,383293333.333333,0,12195616666.6667,16145986666.6667,746570000,449183333.333333,0,8470000,0,1210000,430213333.333333,0,0,1186666.66666667,53240000,0,711280000,0,2946666.66666667,64841956666.6667,14733333.3333333,0,109026666.666667,46813333.3333333,1927330000,0,0,44300000,879480000,0,0,29466666.6666667,1104730000,51280000,1804920000,0,77346416666.6667,1150650000,17680000,0,0,0,13491486666.6667,34413333.3333333,1210000,0
"Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",0,0,0,0,0,0,0,0,3630000,0,0,0,0,0,0,955756666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19083333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600000,0,0,0,0,0,22990000,0,0,0,0,0,0,0,1186666.66666667,14286666.6666667,0,0,0,0,12100000,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14563636666.6667,0,0,0,0,0,0,793760000,0,9680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394276666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,9602506666.66667,0,0,0,0,0
"United Republic of Tanzania",0,0,0,0,6050000,0,0,0,0,0,0,13140260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11020203333.3333,0,0,0,244420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27830000,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48400000,0,0,118134596666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965026666.66667,0,0,4578160000,0,0,0,0,0,0,0,0,0,0,19336666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478180000,0,7112880000,0,0,0,0,0,11735916666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281600000,0,0,0,0,0,0,0,0,16613333.3333333,0,795066666.666667,0
"Uganda",0,0,0,0,0,0,0,0,2420000,0,0,35851773333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213600000,18150000,0,0,0,0,0,4786060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64080000,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663769910000,0,0,0,0,1.78e+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230561983333.333,54286666.6666667,932160000,0,0,0,0,0,0,0,299232890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51912813333.3333,0,0,0,12100000,0,0,0,0,0,0,0,0,0
"Ukraine",222080000,75946666.6666667,0,0,40008466666.6667,0,2.67e+09,0,1210000,54322816666.6667,4349056666.66667,0,1476232320000,0,0,125193333333.333,537520000,0,0,26106666.6666667,95870293333.3333,0,0,0,0,0,0,0,0,1210000,2443813333.33333,5.3222e+10,0,9295171573333.33,19808690000,11866666666.6667,0,50820000,0,0,0,0,5505500000,0,231556246666.667,56870000,1131604066666.67,0,0,6822146666.66667,0,459681256666.667,0,9542442633333.33,0,8464791396666.67,3870906666.66667,0,436693333.333333,0,2826840000,0,0,673663830000,10215670000,140540000,0,0,0,1210000,174176816666.667,0,0,0,60500000,183482400000,0,1035760000,0,11041446666.6667,157826666.666667,337216253333.333,1008406786666.67,4140392733333.33,656346666.666667,0,3134999406666.67,5141515110000,0,70147420000,544516240000,22796030000,132327573333.333,101640000,0,0,0,2028152676666.67,315653333.333333,0,870903643333.333,1.78e+08,1351653373333.33,0,72923040000,0,270470483333.333,0,14440973333.3333,0,56918466666.6667,16034793333.3333,3537453333.33333,0,0,26620000,0,13246946666.6667,0,0,25410000,5933333333.33333,5832466666.66667,82280000,0,831250000,0,0,0,113261400000,0,6844442843333.33,48400000,0,0,42078013333.3333,638426666.666667,10890000,0,0,0,517946620000,0,2821822973333.33,0,3.63e+08,0,1609826666.66667,7975773333.33333,271093333.333333,0,36610143333.3333,2439360000,8269880000,1757153333.33333,0,73810000,0,249200000,35600000,0,0,0,206863333.333333,920810000,43396666.6666667,0,0,241905560000,0,0,9680000,0,4209860000,0,0,0,2626827023333.33,929145980000,0,1157966666.66667,0,0,0,0,277743333.333333,3803266666.66667,0,0,147200773333.333,0,152460000,528243503333.333,0,39753333333.3333
"Uruguay",0,0,0,0,0,27293333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42350000,0,0,0,0,18986666.6666667,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8306666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327520000,0,0,0,0,0,0,107033333.333333,0,0,0,0,0,0,0,0,0
"United States of America",4746666.66666667,62893333.3333333,0,9601310000,352755936666.667,6831470000,23733333.3333333,461783333.333333,32610066666.6667,4172320000,98493333.3333333,0,11821453333.3333,2211896666.66667,1652860000,484126413333.333,1238880000,514423333.333333,14915363333.3333,0,43906666.6666667,1453750000,560560000,181470000,3843396666.66667,111382516666.667,164293333.333333,0,0,0,4031238456666.67,369266666.666667,1152542883333.33,2182594616666.67,217160000,16084636666.6667,11286596666.6667,24920000,0,16286278986666.7,0,15303253333.3333,2526555943333.33,566884906666.667,149733333.333333,415333333.333333,7028600000,0,80946666.6666667,1157893333.33333,1887351463333.33,1178313720000,92631280000,2842609263333.33,0,1004317966666.67,192240000,0,412973400000,2373333.33333333,14452666666.6667,0,47466666.6666667,86641126666.6667,42720000,31322640000,48653333.3333333,0,0,5893333.33333333,4060773333.33333,12239373333.3333,0,3182379253333.33,108753183333.333,101875140000,1818699893333.33,617066666.666667,73354076666.6667,264626666.666667,684345010000,13990523333.3333,574569146666.667,180190933333.333,199920000,1742333333.33333,614597900000,43421496666.6667,1024084393333.33,385169306666.667,41943596140000,715560000,53400000,0,0,0,308693333.333333,14616713573333.3,333210416666.667,0,28138933333.3333,23733333.3333333,199781053333.333,9393690000,2922760000,2681360000,532813333.333333,0,214786666.666667,0,1924469893333.33,0,7425040000,0,48477484033333.3,0,72386666.6666667,22546666.6666667,717933333.333333,113920000,148333333.333333,53572490000,0,5933333.33333333,2732180000,557096366666.667,38495466666.6667,0,45093333.3333333,417635386666.667,909321760000,770691020000,666906666.666667,145960000,147135413333.333,221195290000,32550266666.6667,1573938280000,9079381386666.67,261450130000,0,1846756666.66667,0,452471640000,125653333.333333,0,9414230000,419986666.666667,1661333333.33333,7497360000,0,6324176986666.67,93746666.6666667,55662973333.3333,187183470000,0,26560000,1975312443333.33,6449300000,1273293333.33333,0,0,29547373333.3333,0,0,7101730000,819890000,0,15426666.6666667,0,389226666.666667,83208783333.3333,0,0,0,0,339467383333.333,442166186666.667,207753240000,0,8046963036666.67,63855283333.3333,2524060000,2693733333.33333,921946666.666667,0,195800000,22715173333.3333,2354557953333.33,672179796666.667,0,3124493333.33333,431061603333.333,0,6440830000
"Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela (Bolivarian Republic of)",0,0,0,192163333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viet Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen",0,0,0,0,3606666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27293333.3333333,0,0,0,10079546666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Africa",0,0,0,0,23339366666.6667,0,0,38720000,3569510000,0,0,0,0,0,532400000,0,0,239753333.333333,0,0,0,0,0,0,0,0,0,0,736192550000,0,24200000,905010000,59333333.3333333,23739266666.6667,11397933333.3333,5209113333.33333,50600006666.6667,2211103333.33333,0,160646666.666667,0,0,0,0,642373333.333333,0,91396666.6666667,0,0,601640000,0,0,0,0,0,1232946666.66667,0,55796666.6666667,0,0,9210906666.66667,0,59333333.3333333,13387660000,385666666.666667,4225280000,0,0,0,0,362326666.666667,0,0,0,0,0,0,0,0,0,1.78e+08,3358266666.66667,30250000,0,2242800000,0,14420986666.6667,735733333.333333,2878893333.33333,0,849374466666.667,0,362545870000,0,0,0,0,125955173333.333,22686666.6666667,0,0,0,0,0,2.314e+09,723571363333.333,0,0,0,0,0,0,20040080000,0,94933333.3333333,0,0,0,118666666.666667,0,0,559045380000,13310000,1486410000,4851336666.66667,2779550000,551014110000,0,0,3761346666.66667,0,108353333.333333,0,0,910936666.666667,0,5933333.33333333,1210000,0,13674640000,473636666.666667,0,0,0,0,0,730840000,568413333.333333,0,919666666.666667,0,0,4746666.66666667,296666666.666667,568413333.333333,0,180420000,0,936540000,0,0,0,0,0,0,0,420959250000,30110000,0,0,9.79e+08,13431880000,0,0,0,0,0,0,892840000,0,255563840000,38007910000,4209573333.33333,0,1210000,275273333.333333,0,0,0,1973426666.66667,0,0,0,20607950000,644379486666.667
"Zambia",0,0,0,0,0,0,0,0,0,0,0,28652766666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557626666.66667,0,0,4840000,0,3.56e+08,0,94933333.3333333,33395093333.3333,108900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12115866666.6667,0,0,1186666.66666667,0,0,7466666.66666667,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190959586666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21225526666.6667,0,4746666.66666667,386216850000,0,17320100000,0,0,107986666.666667,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,33308666666.6667,0,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,799813333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79726200000,582653333.333333,0,0,0,0,0,0,0,0,0,30188383333.3333,0,1058684043333.33
"Zimbabwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118666666.666667,0,0,0,0,0,0,0,0,21360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45e+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432400000,0,0,35600000,0,0,0,0,17823333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35600000,0,0,0,0,0,0,0,0,0,832256666.666667,1135640000,0
